기간	자치구	동	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10
기간	자치구	동	택시운송업	택시운송업	한식음식점업	한식음식점업	용달 및 개별화물 자동차운송업	용달 및 개별화물 자동차운송업	부동산자문 및 중개업	부동산자문 및 중개업	기타주점업	기타주점업	두발미용업	두발미용업	셔츠 및 기타 의복 소매점	셔츠 및 기타 의복 소매점	비알콜 음료점업	비알콜 음료점업	셔츠 및 외의 도매업	셔츠 및 외의 도매업	기타음·식료품 위주 종합소매업	기타음·식료품 위주 종합소매업
기간	자치구	동	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수
2014	합계	합계	48,789	87,443	47,794	163,433	37,257	40,793	21,709	38,873	19,733	45,082	16,479	33,548	14,342	32,714	13,933	47,763	13,468	46,925	10,206	20,588
2014	종로구	소계	226	226	2,536	9,664	599	672	528	985	695	1,946	251	477	322	662	1,050	3,730	499	1,021	506	889
2014	종로구	사직동	8	8	341	1,405	13	13	55	101	87	214	24	49	25	75	141	500	2	3	38	60
2014	종로구	삼청동	4	4	67	366	9	9	4	18	6	20	-	-	17	35	75	344	1	5	16	30
2014	종로구	부암동	19	19	31	91	16	16	12	15	12	26	9	11	4	5	36	71	-	-	14	29
2014	종로구	평창동	14	14	60	263	18	25	31	43	21	32	18	31	3	5	21	60	2	3	10	21
2014	종로구	무악동	13	13	18	39	280	284	15	22	6	8	9	10	-	-	8	9	-	-	7	9
2014	종로구	교남동	14	14	26	104	13	13	10	12	5	11	5	5	5	6	8	25	-	-	5	11
2014	종로구	가회동	10	10	75	290	11	12	15	21	14	31	8	10	1	1	48	131	5	13	12	21
2014	종로구	종로1.2.3.4가동	2	2	935	4,016	17	30	118	327	292	928	33	78	104	222	346	1,392	267	349	174	277
2014	종로구	종로5·6가동	6	6	279	868	25	58	68	110	45	92	18	27	41	86	72	146	79	221	61	106
2014	종로구	이화동	7	7	115	488	18	18	12	32	32	149	8	18	13	50	84	404	9	144	18	35
2014	종로구	창신1동	9	9	116	298	7	7	34	37	24	50	13	44	54	76	17	46	96	167	39	57
2014	종로구	창신2동	12	12	66	180	27	27	15	19	18	28	23	29	5	11	5	17	1	3	21	31
2014	종로구	창신3동	28	28	14	26	30	30	14	18	-	-	10	11	-	-	4	4	1	6	5	9
2014	종로구	숭인1동	12	12	27	63	31	32	15	22	6	15	10	17	5	7	3	6	10	38	12	21
2014	종로구	숭인2동	11	11	113	290	37	38	40	70	21	44	14	22	14	31	22	59	23	66	35	64
2014	종로구	청운효자동	24	24	61	199	21	34	32	52	11	20	16	23	11	12	51	109	3	3	22	48
2014	종로구	혜화동	33	33	192	678	26	26	38	66	95	278	33	92	20	40	109	407	-	-	17	60
2014	중구	소계	237	252	2,487	9,923	393	456	672	1,485	567	1,412	315	878	2,201	4,986	850	3,125	11,118	22,731	662	1,152
2014	중구	소공동	1	1	282	1,413	-	-	31	153	38	123	16	53	156	593	138	583	4	132	50	103
2014	중구	회현동	7	22	238	986	6	6	26	55	34	89	19	61	499	764	98	315	1,577	2,777	107	165
2014	중구	명동	-	-	463	2,506	2	2	108	411	69	284	66	386	202	1,137	245	1,200	21	405	79	151
2014	중구	필동	4	4	177	684	14	17	32	71	65	150	14	23	3	6	71	224	3	15	22	37
2014	중구	장충동	8	8	61	246	14	14	14	34	19	39	6	17	9	31	13	37	18	521	9	19
2014	중구	광희동	5	5	311	1,143	28	70	76	134	60	134	21	46	1,137	2,114	91	249	827	1,584	107	180
2014	중구	을지로동	-	-	262	930	6	12	50	68	55	133	8	12	64	97	71	177	384	581	79	131
2014	중구	신당5동	13	13	98	260	39	42	31	41	50	74	20	22	24	46	13	20	55	146	16	29
2014	중구	황학동	15	15	151	391	45	45	39	50	18	29	20	39	25	54	19	47	24	82	37	62
2014	중구	중림동	17	17	94	268	37	44	37	98	29	67	16	42	2	2	16	43	2	223	18	35
2014	중구	신당동	6	6	137	401	18	18	104	169	44	88	23	38	44	68	30	101	8,081	15,729	84	137
2014	중구	다산동	36	36	82	260	59	59	35	67	38	94	20	36	9	13	16	63	52	258	25	42
2014	중구	약수동	49	49	56	186	39	39	38	54	23	53	31	47	15	21	9	23	5	31	12	34
2014	중구	청구동	46	46	35	125	50	52	22	39	13	25	18	27	7	25	10	24	19	81	11	18
2014	중구	동화동	30	30	40	124	36	36	29	41	12	30	17	29	5	15	10	19	46	166	6	9
2014	용산구	소계	499	618	1,334	4,650	648	749	678	1,009	508	1,293	345	653	451	894	466	1,632	24	140	338	630
2014	용산구	후암동	46	46	57	186	49	49	40	56	19	31	25	34	11	13	15	35	1	3	24	66
2014	용산구	용산2가동	44	44	30	85	41	41	25	28	16	34	21	24	5	6	17	93	1	6	20	35
2014	용산구	남영동	3	3	177	632	12	16	26	59	57	124	14	19	42	138	44	171	1	2	25	54
2014	용산구	원효로2동	35	35	47	118	64	69	28	39	18	26	18	23	9	13	10	26	-	-	19	28
2014	용산구	효창동	43	43	24	64	45	45	16	25	6	10	7	8	2	5	11	29	-	-	9	15
2014	용산구	용문동	28	28	41	103	47	47	25	35	27	52	21	30	6	10	11	17	2	46	10	19
2014	용산구	이촌1동	16	16	50	164	14	14	48	77	16	41	27	99	27	38	26	100	-	-	16	38
2014	용산구	이촌2동	39	39	8	17	55	55	21	21	2	3	9	9	-	-	4	4	1	2	4	5
2014	용산구	이태원1동	13	13	90	456	12	12	22	29	94	366	13	18	234	384	46	234	-	-	15	30
2014	용산구	이태원2동	37	37	40	145	26	26	39	63	44	125	21	32	9	12	38	102	-	-	8	15
2014	용산구	서빙고동	21	140	21	87	32	32	18	22	1	1	9	16	4	5	6	24	1	6	13	19
2014	용산구	보광동	52	52	74	173	59	64	36	53	28	65	43	62	13	16	9	13	-	-	19	42
2014	용산구	청파동	45	45	128	381	75	76	55	74	52	107	44	134	20	31	56	163	1	1	40	58
2014	용산구	원효로1동	17	17	136	376	42	54	57	83	28	48	17	20	6	15	24	56	4	5	17	30
2014	용산구	한강로동	17	17	269	1,028	27	100	136	199	43	87	23	58	41	119	86	302	3	9	60	101
2014	용산구	한남동	43	43	142	635	48	49	86	146	57	173	33	67	22	89	63	263	9	60	39	75
2014	성동구	소계	1,150	2,698	1,500	4,412	1,299	1,474	604	900	469	951	418	721	194	410	333	1,078	107	1,245	355	662
2014	성동구	왕십리2동	41	41	36	67	72	79	34	43	15	21	19	24	4	7	5	6	3	7	14	20
2014	성동구	마장동	398	598	137	418	110	127	34	47	28	44	28	34	3	4	20	48	6	30	46	65
2014	성동구	사근동	35	35	115	497	46	48	31	36	65	207	24	58	22	47	61	261	-	-	19	31
2014	성동구	행당1동	36	36	103	366	58	58	33	49	20	39	33	113	52	137	37	187	2	11	28	86
2014	성동구	행당2동	44	44	18	63	51	51	28	39	7	14	20	41	1	1	11	36	-	-	3	4
2014	성동구	응봉동	45	45	10	27	70	80	13	25	7	17	12	16	5	5	5	12	-	-	11	24
2014	성동구	금호1가동	58	58	34	94	46	46	20	33	11	23	20	30	-	-	6	9	1	2	7	17
2014	성동구	금호4가동	41	237	45	109	28	32	32	42	29	57	20	24	10	13	10	24	-	-	14	25
2014	성동구	성수1가1동	72	122	64	172	84	100	36	57	13	23	24	32	5	8	12	38	7	59	15	25
2014	성동구	성수1가2동	64	545	129	365	76	139	44	100	24	50	22	30	2	3	29	77	9	79	20	53
2014	성동구	성수2가1동	76	76	147	364	101	118	39	59	50	83	30	47	21	49	21	52	8	295	27	42
2014	성동구	성수2가3동	30	472	217	654	273	298	56	83	37	70	13	22	10	25	42	129	38	610	47	71
2014	성동구	송정동	47	47	32	68	51	51	15	21	13	17	19	19	3	3	3	5	1	1	14	26
2014	성동구	용답동	51	230	124	351	66	70	32	44	44	101	32	49	15	34	19	31	16	86	47	81
2014	성동구	왕십리도선동	22	22	154	474	44	45	70	99	61	114	33	82	13	34	23	73	16	65	20	41
2014	성동구	금호2.3가동	56	56	89	155	83	89	44	58	35	49	45	53	21	31	11	26	-	-	14	24
2014	성동구	옥수동	34	34	46	168	40	43	43	65	10	22	24	47	7	9	18	64	-	-	9	27
2014	광진구	소계	1,197	1,866	1,721	5,260	1,235	1,459	781	1,298	910	2,232	681	1,305	381	799	445	1,532	80	591	350	697
2014	광진구	화양동	44	44	283	1,095	48	49	68	121	276	1,003	75	283	23	47	95	383	7	101	32	59
2014	광진구	군자동	63	205	124	323	69	70	42	69	67	130	43	69	19	27	31	100	5	35	16	25
2014	광진구	중곡1동	95	244	102	256	69	82	43	69	68	104	40	44	18	26	16	36	6	74	20	35
2014	광진구	중곡2동	90	90	97	288	92	109	65	100	45	75	57	79	15	29	18	44	10	61	25	57
2014	광진구	중곡3동	98	261	77	190	84	86	40	57	41	67	44	58	11	12	19	39	4	19	23	46
2014	광진구	중곡4동	152	152	87	207	146	149	41	60	40	74	47	64	33	57	18	53	7	85	31	58
2014	광진구	능동	26	26	56	274	29	31	22	37	31	83	13	15	5	38	15	59	11	81	14	34
2014	광진구	구의1동	54	54	167	471	72	203	69	143	81	185	46	66	23	36	35	83	3	7	21	34
2014	광진구	구의2동	119	334	89	210	115	120	38	67	30	55	33	37	19	38	17	45	2	6	16	45
2014	광진구	구의3동	54	54	140	521	59	66	68	113	53	130	46	115	68	169	40	162	6	23	42	89
2014	광진구	광장동	42	42	71	275	34	34	61	104	22	44	31	67	26	50	37	112	10	40	20	55
2014	광진구	자양1동	64	64	124	313	82	84	59	98	29	52	54	73	31	40	21	48	4	46	17	25
2014	광진구	자양2동	102	102	82	208	123	134	52	76	36	65	52	70	8	12	17	38	2	5	26	50
2014	광진구	자양3동	112	112	66	247	97	110	58	88	20	55	39	86	31	133	35	193	1	3	15	33
2014	광진구	자양4동	82	82	156	382	116	132	55	96	71	110	61	179	51	85	31	137	2	5	32	52
2014	동대문구	소계	1,617	2,402	2,092	5,596	1,830	1,921	735	1,027	776	1,485	596	941	490	1,071	450	1,338	221	1,293	535	1,007
2014	동대문구	회기동	22	22	126	432	29	29	19	36	76	215	27	94	35	57	57	224	-	-	13	22
2014	동대문구	휘경1동	44	44	87	225	54	57	24	40	35	89	29	46	9	18	18	98	2	136	24	46
2014	동대문구	휘경2동	112	112	38	99	419	421	35	53	14	35	23	32	3	8	19	41	2	62	19	34
2014	동대문구	청량리동	76	76	165	427	90	96	38	52	45	78	43	53	25	50	25	51	2	10	41	73
2014	동대문구	용신동	57	57	356	924	113	156	107	168	85	136	52	77	90	154	60	135	62	249	94	157
2014	동대문구	제기동	55	55	257	591	98	109	67	77	119	154	37	51	7	13	35	60	8	39	99	179
2014	동대문구	전농1동	103	103	170	532	145	154	62	82	58	112	65	115	128	343	41	157	5	15	41	71
2014	동대문구	전농2동	88	88	28	66	87	87	19	27	14	30	31	46	9	13	17	60	3	20	10	14
2014	동대문구	답십리1동	301	301	113	322	92	93	75	97	35	78	22	33	15	28	25	76	9	18	29	66
2014	동대문구	답십리2동	174	174	91	197	146	146	46	57	31	48	38	44	16	27	9	16	6	76	28	63
2014	동대문구	장안1동	199	598	266	726	192	203	90	151	74	140	71	105	40	83	42	116	83	557	43	73
2014	동대문구	장안2동	219	480	226	675	181	185	66	77	86	176	81	126	95	256	37	122	37	108	43	90
2014	동대문구	이문1동	79	79	133	308	99	100	53	68	83	156	58	96	13	15	54	162	1	2	38	83
2014	동대문구	이문2동	88	213	36	72	85	85	34	42	21	38	19	23	5	6	11	20	1	1	13	36
2014	중랑구	소계	3,454	7,287	1,809	4,527	2,396	2,658	670	998	862	1,624	731	1,043	422	787	270	773	58	232	501	989
2014	중랑구	면목2동	153	439	118	245	184	195	50	68	45	72	57	62	19	34	14	18	3	11	41	77
2014	중랑구	면목4동	106	106	57	117	123	128	37	46	25	43	33	36	10	17	6	12	-	-	25	57
2014	중랑구	면목5동	72	484	49	88	92	107	15	20	25	46	26	29	9	13	4	11	2	8	26	58
2014	중랑구	면목7동	133	292	104	290	114	117	42	56	51	86	42	58	33	52	13	34	7	35	27	47
2014	중랑구	상봉1동	166	1,125	39	98	92	96	26	65	22	45	37	61	47	168	23	85	3	6	24	47
2014	중랑구	상봉2동	76	292	253	677	61	68	51	92	113	236	37	73	35	78	29	107	9	40	32	63
2014	중랑구	중화1동	142	142	41	127	99	113	33	59	12	19	42	64	12	20	11	25	4	19	26	50
2014	중랑구	중화2동	146	275	190	464	167	182	46	74	116	219	58	67	27	35	16	35	8	32	44	84
2014	중랑구	묵1동	201	201	97	281	151	158	57	79	39	70	45	62	18	39	24	81	3	29	23	52
2014	중랑구	묵2동	127	127	110	258	360	360	38	53	52	103	45	66	12	23	13	23	2	4	28	62
2014	중랑구	망우3동	107	445	60	121	115	120	25	31	27	31	35	38	8	9	5	9	2	2	26	45
2014	중랑구	신내1동	326	905	109	356	185	200	35	45	40	78	45	66	18	27	21	67	2	4	22	46
2014	중랑구	신내2동	224	224	40	124	103	108	27	38	17	39	27	65	44	60	12	36	1	1	13	29
2014	중랑구	면목본동	142	291	169	374	187	205	79	109	90	172	75	90	36	60	18	51	4	8	51	91
2014	중랑구	면목3.8동	1,077	1,190	159	400	141	230	52	71	92	210	61	104	48	87	24	87	1	6	37	79
2014	중랑구	망우본동	256	749	214	507	222	271	57	92	96	155	66	102	46	65	37	92	7	27	56	102
2014	성북구	소계	1,958	3,249	1,643	4,748	1,625	1,804	767	1,018	840	1,655	741	1,257	501	980	417	1,306	81	408	442	870
2014	성북구	돈암1동	47	47	8	53	52	52	18	25	5	8	13	14	5	5	3	6	-	-	7	10
2014	성북구	돈암2동	49	49	8	19	33	33	23	33	1	2	12	18	4	4	4	9	-	-	1	2
2014	성북구	안암동	39	39	121	499	48	54	35	55	87	236	37	82	10	13	67	271	12	33	31	76
2014	성북구	보문동	176	176	79	189	65	68	35	41	30	46	28	37	9	100	6	17	18	94	21	52
2014	성북구	정릉1동	117	117	51	123	54	54	26	40	18	33	25	26	2	2	8	19	-	-	12	28
2014	성북구	정릉2동	136	340	48	152	109	113	34	36	18	30	27	34	11	15	12	27	-	-	20	47
2014	성북구	정릉3동	101	101	73	185	42	47	13	16	20	37	24	38	7	10	12	45	2	4	23	49
2014	성북구	정릉4동	126	390	62	165	77	78	32	43	22	39	29	54	13	22	12	40	2	12	21	47
2014	성북구	길음1동	86	86	49	129	68	68	56	93	64	121	39	94	34	42	20	62	-	-	17	37
2014	성북구	길음2동	60	60	58	257	58	58	38	44	21	27	26	69	147	310	17	59	1	17	19	31
2014	성북구	월곡1동	94	94	73	160	103	104	37	47	25	38	39	48	13	21	11	34	5	74	21	31
2014	성북구	월곡2동	89	89	115	311	109	114	38	53	41	86	42	63	26	42	31	119	-	-	21	35
2014	성북구	장위1동	106	106	60	111	145	150	30	35	41	62	48	58	14	21	7	11	1	4	31	56
2014	성북구	장위2동	123	264	103	234	87	87	38	52	80	117	41	52	23	34	11	17	8	33	29	60
2014	성북구	장위3동	93	775	62	131	90	91	24	25	33	47	28	31	18	28	4	8	4	21	20	34
2014	성북구	성북동	58	58	84	344	28	28	38	50	13	27	22	40	18	28	29	97	3	37	19	31
2014	성북구	삼선동	80	80	157	420	80	80	56	75	66	104	56	74	24	53	43	100	9	28	31	57
2014	성북구	동선동	41	41	151	475	27	27	65	83	116	339	74	243	65	144	76	247	3	6	22	38
2014	성북구	종암동	136	136	122	327	151	163	59	80	41	81	63	97	36	46	26	70	6	22	32	59
2014	성북구	석관동	201	201	159	464	199	335	72	92	98	175	68	85	22	40	18	48	7	23	44	90
2014	강북구	소계	1,784	3,017	1,521	4,298	1,333	1,353	571	755	880	1,792	612	936	314	575	275	712	10	51	353	667
2014	강북구	번1동	90	274	132	409	68	68	55	72	93	162	52	119	26	44	28	92	1	31	28	54
2014	강북구	번2동	122	122	26	67	100	100	12	16	8	13	19	20	1	1	5	8	1	2	20	41
2014	강북구	번3동	313	471	30	66	70	70	15	23	15	28	25	26	3	7	10	27	-	-	10	23
2014	강북구	수유1동	107	299	127	278	106	108	35	49	45	76	41	48	53	87	16	37	-	-	21	38
2014	강북구	수유2동	121	121	89	252	93	93	38	54	47	76	51	69	10	13	10	16	-	-	21	39
2014	강북구	수유3동	89	89	276	857	66	66	73	100	173	494	70	125	49	99	41	115	4	8	34	70
2014	강북구	삼양동	111	296	56	117	141	144	38	51	46	64	49	68	15	21	8	15	-	-	37	63
2014	강북구	미아동	106	106	138	329	123	128	74	93	83	147	67	111	41	74	33	95	2	7	30	54
2014	강북구	송중동	155	155	170	659	130	133	59	83	120	354	58	110	39	105	30	105	-	-	36	66
2014	강북구	송천동	127	259	168	413	130	137	71	87	130	177	78	107	20	30	28	63	-	-	40	64
2014	강북구	삼각산동	101	101	42	96	75	75	37	44	23	40	24	45	9	11	10	23	-	-	9	27
2014	강북구	우이동	108	268	182	540	70	70	19	25	58	101	22	28	29	55	31	67	1	2	26	46
2014	강북구	인수동	234	456	85	215	161	161	45	58	39	60	56	60	19	28	25	49	1	1	41	82
2014	도봉구	소계	2,976	6,863	1,129	3,059	1,756	1,837	510	677	522	947	526	749	234	344	188	508	13	34	291	654
2014	도봉구	쌍문1동	195	384	33	84	93	93	20	23	19	23	33	42	10	12	23	65	-	-	24	72
2014	도봉구	쌍문2동	125	459	80	196	94	100	29	35	26	47	45	66	33	44	15	40	2	2	17	46
2014	도봉구	쌍문3동	76	76	50	142	59	64	34	43	28	65	28	34	23	34	13	40	-	-	24	52
2014	도봉구	쌍문4동	140	140	12	31	66	69	18	26	6	16	24	37	20	36	5	14	-	-	11	39
2014	도봉구	방학1동	201	1,282	195	527	149	151	78	127	117	183	66	114	33	53	22	67	3	8	36	66
2014	도봉구	방학2동	160	160	66	120	97	104	27	32	32	48	55	57	15	22	7	10	1	5	21	39
2014	도봉구	방학3동	256	605	46	163	104	104	20	26	7	14	19	36	4	6	8	18	2	3	15	40
2014	도봉구	창1동	183	183	58	161	433	438	48	50	31	61	33	56	12	16	17	52	1	3	20	38
2014	도봉구	창2동	160	499	56	129	156	165	45	50	30	52	51	55	19	23	8	16	1	2	20	49
2014	도봉구	창3동	140	140	80	183	91	91	27	35	41	63	34	40	15	24	7	7	-	-	16	30
2014	도봉구	창4동	132	630	63	223	58	58	33	49	45	96	21	33	3	7	12	43	1	3	19	52
2014	도봉구	창5동	807	969	91	370	110	110	47	63	41	95	40	75	15	20	23	82	1	5	13	24
2014	도봉구	도봉1동	154	460	210	496	117	153	45	59	54	96	40	53	20	32	11	19	-	-	36	62
2014	도봉구	도봉2동	247	876	89	234	129	137	39	59	45	88	37	51	12	15	17	35	1	3	19	45
2014	노원구	소계	4,388	7,118	1,579	4,945	2,168	2,230	701	993	665	1,521	698	1,242	502	1,113	406	1,330	12	33	344	687
2014	노원구	월계1동	158	606	135	341	121	128	38	45	45	101	36	59	9	14	35	87	-	-	21	36
2014	노원구	월계2동	313	430	34	77	174	174	19	27	18	41	28	42	8	17	11	24	1	1	16	36
2014	노원구	월계3동	240	240	30	79	179	179	35	45	5	8	22	42	25	45	12	28	2	2	11	17
2014	노원구	공릉2동	311	697	113	298	191	197	62	83	38	121	55	96	10	15	45	147	-	-	23	45
2014	노원구	하계1동	89	188	72	289	49	56	23	34	22	38	21	36	33	74	12	38	2	6	18	35
2014	노원구	하계2동	103	103	12	20	62	62	15	21	3	4	15	23	-	-	1	3	-	-	6	7
2014	노원구	중계본동	145	270	59	155	77	77	39	53	26	65	32	41	12	13	28	71	1	1	14	21
2014	노원구	중계1동	114	114	25	97	65	65	36	59	10	22	31	76	8	9	13	72	-	-	9	22
2014	노원구	중계4동	118	118	109	308	74	79	24	32	39	83	26	44	11	14	19	41	-	-	10	21
2014	노원구	상계1동	1,275	1,804	168	672	160	165	58	81	62	119	54	99	19	29	36	107	1	3	17	34
2014	노원구	상계2동	83	247	245	965	85	97	58	84	149	421	83	202	138	427	59	243	-	-	28	68
2014	노원구	상계5동	98	98	75	151	122	126	49	71	45	70	50	71	18	20	15	39	-	-	26	54
2014	노원구	상계8동	126	126	18	42	54	54	16	22	7	19	18	36	11	19	6	16	-	-	7	15
2014	노원구	상계9동	194	194	19	42	83	83	23	34	8	13	17	25	11	12	2	5	-	-	5	10
2014	노원구	상계10동	130	130	5	18	55	55	14	21	4	14	12	35	8	15	6	25	-	-	9	27
2014	노원구	상계3.4동	180	277	122	220	176	191	44	57	48	71	53	58	15	20	18	26	-	-	45	68
2014	노원구	상계6.7동	183	183	101	371	88	88	58	91	49	142	44	104	21	70	25	138	-	-	23	61
2014	노원구	중계2.3동	198	198	52	279	148	148	22	32	12	22	30	61	117	258	19	96	1	3	23	52
2014	노원구	공릉1동	330	1,095	185	521	205	206	68	101	75	147	71	92	28	42	44	124	4	17	33	58
2014	은평구	소계	2,847	4,458	1,592	4,512	1,950	2,033	885	1,191	778	1,482	865	1,269	488	920	335	830	15	57	427	787
2014	은평구	녹번동	107	107	118	398	285	287	61	100	48	90	50	70	11	17	23	50	3	18	35	70
2014	은평구	불광1동	171	171	124	308	107	110	83	120	42	77	64	100	26	85	24	46	1	1	29	59
2014	은평구	갈현1동	67	67	141	481	72	72	48	64	101	243	48	64	24	45	22	56	-	-	26	54
2014	은평구	갈현2동	126	126	122	404	46	56	44	53	67	169	63	89	50	79	33	112	1	3	28	57
2014	은평구	구산동	214	373	38	84	147	150	39	51	16	21	57	63	17	56	15	24	-	-	21	34
2014	은평구	대조동	111	111	183	574	111	121	109	132	74	142	77	159	142	293	48	135	1	5	44	79
2014	은평구	응암1동	100	100	115	357	87	89	58	76	49	91	55	103	41	77	24	77	2	10	29	56
2014	은평구	응암2동	162	162	40	98	94	101	35	48	19	31	42	49	10	13	6	14	-	-	16	28
2014	은평구	신사1동	167	302	61	164	179	184	52	69	31	56	52	68	20	28	20	45	-	-	14	24
2014	은평구	신사2동	850	1,169	25	55	125	127	29	32	8	11	31	35	5	5	8	12	-	-	18	31
2014	은평구	증산동	148	792	71	188	101	102	39	53	35	60	35	43	11	28	8	27	1	2	22	40
2014	은평구	수색동	76	163	52	106	76	76	17	21	38	44	31	45	13	18	6	18	1	4	25	42
2014	은평구	진관동	90	357	64	252	92	92	64	85	12	25	41	81	13	22	33	83	1	5	21	41
2014	은평구	불광2동	99	99	112	237	91	94	47	62	34	49	58	67	25	31	13	26	1	1	33	59
2014	은평구	응암3동	124	124	170	400	112	135	52	78	109	215	61	85	44	73	21	44	1	1	31	54
2014	은평구	역촌동	235	235	156	406	225	237	108	147	95	158	100	148	36	50	31	61	2	7	35	59
2014	서대문구	소계	1,798	2,892	1,356	4,187	976	1,074	572	828	711	1,670	561	1,246	392	746	509	1,826	15	53	315	619
2014	서대문구	천연동	39	39	73	181	35	37	33	40	29	45	23	28	14	20	15	25	-	-	14	32
2014	서대문구	홍제1동	84	84	66	182	83	119	39	51	34	63	40	84	10	21	16	44	1	1	20	41
2014	서대문구	홍제3동	89	89	92	194	84	96	28	33	34	55	29	41	24	31	17	32	2	3	25	38
2014	서대문구	홍제2동	37	37	33	64	23	23	24	30	18	36	23	27	4	7	4	6	-	-	6	15
2014	서대문구	홍은1동	99	99	52	100	100	107	28	47	25	43	36	38	16	17	8	19	-	-	18	23
2014	서대문구	홍은2동	125	295	78	262	100	100	30	44	33	78	30	41	8	14	25	51	-	-	26	45
2014	서대문구	남가좌1동	10	10	63	113	11	11	12	19	42	66	7	7	28	33	3	13	-	-	18	29
2014	서대문구	남가좌2동	147	147	103	259	85	87	58	82	51	98	62	95	14	22	31	84	1	2	26	46
2014	서대문구	북가좌1동	114	526	13	43	74	81	20	28	4	11	16	23	2	2	3	12	-	-	9	28
2014	서대문구	북가좌2동	837	1,120	89	268	137	145	74	98	51	79	68	81	10	12	19	59	-	-	26	61
2014	서대문구	충현동	38	38	176	494	47	64	41	69	52	110	27	34	4	5	57	152	3	18	31	51
2014	서대문구	북아현동	28	28	38	92	38	42	35	43	11	20	10	12	5	7	6	11	-	-	23	50
2014	서대문구	신촌동	22	22	360	1,557	20	20	87	146	286	887	133	642	232	521	243	1,154	2	7	42	98
2014	서대문구	연희동	129	358	120	378	139	142	63	98	41	79	57	93	21	34	62	164	6	22	31	62
2014	마포구	소계	1,302	2,431	2,296	8,178	1,101	1,234	1,051	1,737	1,273	3,608	735	1,678	522	1,437	1,168	3,929	80	1,311	357	827
